-436.92000000	-211.16000000	-12.14000000
-435.92000000	-211.16000000	-12.15000000
-434.92000000	-211.16000000	-12.15000000
-433.92000000	-211.16000000	-12.14000000
-432.92000000	-211.16000000	-12.15000000
-431.92000000	-211.16000000	-12.15000000
-430.92000000	-211.16000000	-12.16000000
-436.92000000	-210.16000000	-12.14000000
-435.92000000	-210.16000000	-12.14000000
-434.92000000	-210.16000000	-12.15000000
-433.92000000	-210.16000000	-12.14000000
-432.92000000	-210.16000000	-12.15000000
-431.92000000	-210.16000000	-12.15000000
-430.92000000	-210.16000000	-12.16000000
-436.92000000	-209.16000000	-12.15000000
-435.92000000	-209.16000000	-12.15000000
-434.92000000	-209.16000000	-12.15000000
-433.92000000	-209.16000000	-12.15000000
-432.92000000	-209.16000000	-12.15000000
-431.92000000	-209.16000000	-12.15000000
-430.92000000	-209.16000000	-12.15000000
-436.92000000	-208.16000000	-12.14000000
-435.92000000	-208.16000000	-12.14000000
-434.92000000	-208.16000000	-12.14000000
-433.92000000	-208.16000000	-12.14000000
-432.92000000	-208.16000000	-12.15000000
-431.92000000	-208.16000000	-12.15000000
-430.92000000	-208.16000000	-12.15000000
-436.92000000	-207.16000000	-12.12000000
-435.92000000	-207.16000000	-12.12000000
-434.92000000	-207.16000000	-12.12000000
-433.92000000	-207.16000000	-12.12000000
-432.92000000	-207.16000000	-12.13000000
-431.92000000	-207.16000000	-12.15000000
-430.92000000	-207.16000000	-12.15000000
-436.92000000	-206.16000000	-12.12000000
-435.92000000	-206.16000000	-12.12000000
-434.92000000	-206.16000000	-12.12000000
-433.92000000	-206.16000000	-12.12000000
-432.92000000	-206.16000000	-12.11000000
-431.92000000	-206.16000000	-12.14000000
-430.92000000	-206.16000000	-12.16000000
-436.92000000	-205.16000000	-12.09000000
-435.92000000	-205.16000000	-12.09000000
-434.92000000	-205.16000000	-12.09000000
-433.92000000	-205.16000000	-12.09000000
-432.92000000	-205.16000000	-12.12000000
-431.92000000	-205.16000000	-12.14000000
-430.92000000	-205.16000000	-12.14000000
-436.92000000	-204.16000000	-12.15000000
-435.92000000	-204.16000000	-12.15000000
-434.92000000	-204.16000000	-12.15000000
-433.92000000	-204.16000000	-12.10000000
-432.92000000	-204.16000000	-12.12000000
-431.92000000	-204.16000000	-12.12000000
-430.92000000	-204.16000000	-12.12000000
-436.92000000	-203.16000000	-12.16000000
-435.92000000	-203.16000000	-12.16000000
-434.92000000	-203.16000000	-12.16000000
-433.92000000	-203.16000000	-12.13000000
-432.92000000	-203.16000000	-12.13000000
-431.92000000	-203.16000000	-12.13000000
-430.92000000	-203.16000000	-12.13000000
-436.92000000	-202.16000000	-12.16000000
-435.92000000	-202.16000000	-12.16000000
-434.92000000	-202.16000000	-12.16000000
-433.92000000	-202.16000000	-12.14000000
-432.92000000	-202.16000000	-12.14000000
-431.92000000	-202.16000000	-12.14000000
-430.92000000	-202.16000000	-12.14000000
