-436.92000000	-211.16000000	-12.24000000
-435.92000000	-211.16000000	-12.24000000
-434.92000000	-211.16000000	-12.24000000
-433.92000000	-211.16000000	-12.24000000
-432.92000000	-211.16000000	-12.24000000
-431.92000000	-211.16000000	-12.24000000
-430.92000000	-211.16000000	-12.24000000
-436.92000000	-210.16000000	-12.24000000
-435.92000000	-210.16000000	-12.24000000
-434.92000000	-210.16000000	-12.24000000
-433.92000000	-210.16000000	-12.24000000
-432.92000000	-210.16000000	-12.24000000
-431.92000000	-210.16000000	-12.24000000
-430.92000000	-210.16000000	-12.24000000
-436.92000000	-209.16000000	-12.24000000
-435.92000000	-209.16000000	-12.24000000
-434.92000000	-209.16000000	-12.24000000
-433.92000000	-209.16000000	-12.24000000
-432.92000000	-209.16000000	-12.24000000
-431.92000000	-209.16000000	-12.24000000
-430.92000000	-209.16000000	-12.24000000
-436.92000000	-208.16000000	-12.24000000
-435.92000000	-208.16000000	-12.24000000
-434.92000000	-208.16000000	-12.24000000
-433.92000000	-208.16000000	-12.24000000
-432.92000000	-208.16000000	-12.24000000
-431.92000000	-208.16000000	-12.24000000
-430.92000000	-208.16000000	-12.24000000
-436.92000000	-207.16000000	-12.24000000
-435.92000000	-207.16000000	-12.24000000
-434.92000000	-207.16000000	-12.24000000
-433.92000000	-207.16000000	-12.24000000
-432.92000000	-207.16000000	-12.24000000
-431.92000000	-207.16000000	-12.24000000
-430.92000000	-207.16000000	-12.24000000
-436.92000000	-206.16000000	-12.24000000
-435.92000000	-206.16000000	-12.24000000
-434.92000000	-206.16000000	-12.24000000
-433.92000000	-206.16000000	-12.24000000
-432.92000000	-206.16000000	-12.24000000
-431.92000000	-206.16000000	-12.24000000
-430.92000000	-206.16000000	-12.24000000
-436.92000000	-205.16000000	-12.24000000
-435.92000000	-205.16000000	-12.24000000
-434.92000000	-205.16000000	-12.24000000
-433.92000000	-205.16000000	-12.24000000
-432.92000000	-205.16000000	-12.24000000
-431.92000000	-205.16000000	-12.24000000
-430.92000000	-205.16000000	-12.24000000
-436.92000000	-204.16000000	-12.24000000
-435.92000000	-204.16000000	-12.24000000
-434.92000000	-204.16000000	-12.24000000
-433.92000000	-204.16000000	-12.24000000
-432.92000000	-204.16000000	-12.24000000
-431.92000000	-204.16000000	-12.24000000
-430.92000000	-204.16000000	-12.24000000
-436.92000000	-203.16000000	-12.24000000
-435.92000000	-203.16000000	-12.24000000
-434.92000000	-203.16000000	-12.24000000
-433.92000000	-203.16000000	-12.24000000
-432.92000000	-203.16000000	-12.24000000
-431.92000000	-203.16000000	-12.24000000
-430.92000000	-203.16000000	-12.24000000
-436.92000000	-202.16000000	-12.24000000
-435.92000000	-202.16000000	-12.24000000
-434.92000000	-202.16000000	-12.24000000
-433.92000000	-202.16000000	-12.24000000
-432.92000000	-202.16000000	-12.24000000
-431.92000000	-202.16000000	-12.24000000
-430.92000000	-202.16000000	-12.24000000
